1651279434528,0.19381863,0.047856454,10.0163555
1651279434558,0.19142582,0.069391854,10.001999
1651279434589,0.18903299,0.06699903,10.009177
1651279434619,0.17706887,0.05503492,10.0163555
1651279434650,0.19142582,0.06460621,10.0163555
1651279434680,0.2009971,0.076570325,10.01157
1651279434711,0.19621146,0.047856454,9.997213
1651279434742,0.17706887,0.047856454,10.013963
1651279434773,0.17706887,0.040677983,10.01157
1651279434803,0.19142582,0.047856454,10.004392
1651279434834,0.18903299,0.03589234,10.0163555
1651279434863,0.18903299,0.08135597,10.0163555
1651279434893,0.19142582,0.06460621,10.013963
1651279434926,0.19381863,0.05503492,10.018748
1651279434957,0.17706887,0.043070808,10.013963
1651279434988,0.1698904,0.059820566,9.999606
1651279435019,0.1698904,0.05503492,10.021141
1651279435051,0.20338993,0.0741775,10.0163555
1651279435080,0.19381863,0.0526421,10.004392
1651279435112,0.1794617,0.03589234,10.013963
1651279435142,0.15792629,0.0526421,9.954143
1651279435173,0.16510476,0.059820566,9.970892
1651279435204,0.20817557,0.06460621,9.987641
1651279435235,-1.9334008,0.0047856453,10.057034
1651279435266,-1.9453648,0.016749758,10.068997
1651279435297,-1.7850457,0.23449662,10.023534
1651279435328,-1.6295122,0.13160525,10.009177
1651279435359,-0.30149564,0.11485548,10.035499
1651279435390,-0.03589234,0.91405827,10.013963
1651279435421,-1.0959128,0.4953143,10.01157
1651279435453,-3.1250265,-0.3469593,10.013963
1651279435480,-0.75613195,0.124426775,10.001999
1651279435512,-0.96909314,0.17228323,10.07139
1651279435543,0.31106696,-0.0741775,9.999606
1651279435573,1.3878372,0.019142581,9.973285
1651279435604,-0.12203395,-0.42831525,10.018748
1651279435635,-0.46660042,-0.059820566,10.076176
1651279435666,-0.20338993,-0.7369894,10.143175
1651279435697,1.1485549,0.148355,9.987641
1651279435728,2.7302105,0.069391854,9.891929
1651279435759,4.644469,-0.6269195,9.868001
1651279435788,5.895915,0.0047856453,10.320244
1651279435818,2.524428,-0.016749758,9.944571
1651279435849,0.5455636,-0.25842485,9.590433
1651279435880,0.0023928226,0.0023928226,9.547362
1651279435910,-0.8327023,0.59581286,9.997213
1651279435941,-0.21535404,0.16031912,9.999606
1651279435972,-0.043070808,-0.16749759,9.992428
1651279436003,-0.0526421,0.21774685,10.018748
1651279436034,0.74177504,-0.16510476,10.021141
1651279436065,0.83748794,0.18185452,9.987641
1651279436093,0.5694918,0.040677983,10.001999
1651279436125,0.1052842,-0.5240282,10.001999
1651279436155,0.25603202,-0.19621146,10.006784
1651279436186,0.124426775,0.011964113,9.987641
1651279436217,0.14596218,0.019142581,10.001999
1651279436248,0.148355,0.014356935,10.004392
1651279436279,0.14356937,0.023928227,10.004392
1651279436310,0.14356937,0.02871387,9.997213
1651279436342,0.14117654,0.023928227,10.001999
1651279436373,0.15314065,0.019142581,10.009177
1651279436402,0.13878371,0.023928227,10.001999
1651279436433,0.14356937,0.019142581,9.990034
1651279436464,0.14356937,0.021535404,10.001999
1651279436496,0.14356937,0.016749758,9.999606
1651279436528,0.148355,0.019142581,9.992428
1651279436557,0.15314065,0.016749758,9.999606
1651279436588,0.14596218,0.02871387,9.999606
1651279436620,0.14596218,0.02871387,10.004392
1651279436650,0.14596218,0.021535404,9.997213
1651279436681,0.14596218,0.019142581,9.994821
1651279436710,0.15792629,0.019142581,10.001999
1651279436741,0.14356937,0.02871387,10.004392
1651279436773,0.148355,0.019142581,9.987641
1651279436804,0.148355,0.016749758,9.992428
1651279436837,0.14117654,0.021535404,9.990034
1651279436867,0.14596218,0.019142581,9.994821
1651279436896,0.148355,0.02871387,10.009177
1651279436928,0.14117654,0.021535404,9.999606
