Amazon Echo,1581621137.95766,-41.0
Amazon Echo,1581621138.01609,-42.0
Nest Camera,1581621138.027583,-47.0
Amazon Echo,1581621138.032441,-42.0
Nest Camera,1581621138.047113,-45.0
Amazon Echo,1581621138.071882,-42.0
Nest Camera,1581621138.071888,-47.0
Nest Camera,1581621138.073856,-256.0
Nest Camera,1581621138.073861,-256.0
Nest Camera,1581621138.074231,-256.0
Nest Camera,1581621138.074235,-256.0
Nest Camera,1581621138.074491,-256.0
Nest Camera,1581621138.074897,-46.0
Nest Camera,1581621138.075348,-256.0
Nest Camera,1581621138.075356,-256.0
Nest Camera,1581621138.0756,-46.0
Nest Camera,1581621138.077864,-46.0
Nest Camera,1581621138.078364,-256.0
Nest Camera,1581621138.086829,-256.0
Nest Camera,1581621138.087581,-256.0
Nest Camera,1581621138.087585,-256.0
Nest Camera,1581621138.087588,-256.0
Nest Camera,1581621138.087589,-46.0
Nest Camera,1581621138.087593,-46.0
Amazon Echo,1581621138.096133,-42.0
Nest Camera,1581621138.105984,-43.0
Nest Camera,1581621138.105987,-44.0
Nest Camera,1581621138.106841,-43.0
Nest Camera,1581621138.107065,-44.0
Nest Camera,1581621138.109073,-46.0
Amazon Echo,1581621138.10936,-42.0
Nest Camera,1581621138.109574,-43.0
Nest Camera,1581621138.110156,-44.0
Nest Camera,1581621138.11275,-44.0
Nest Camera,1581621138.122023,-44.0
Nest Camera,1581621138.122024,-44.0
Nest Camera,1581621138.122029,-44.0
Nest Camera,1581621138.122033,-43.0
Nest Camera,1581621138.122034,-44.0
Nest Camera,1581621138.122035,-46.0
Nest Camera,1581621138.122037,-256.0
Nest Camera,1581621138.122038,-47.0
Nest Camera,1581621138.122042,-44.0
Nest Camera,1581621138.122044,-43.0
Nest Camera,1581621138.122047,-43.0
Nest Camera,1581621138.122048,-256.0
Nest Camera,1581621138.12205,-46.0
Nest Camera,1581621138.122052,-256.0
Nest Camera,1581621138.122053,-46.0
Nest Camera,1581621138.122493,-44.0
Nest Camera,1581621138.122494,-256.0
Nest Camera,1581621138.122496,-46.0
Nest Camera,1581621138.122498,-256.0
Nest Camera,1581621138.122499,-46.0
Nest Camera,1581621138.122502,-46.0
Nest Camera,1581621138.122503,-46.0
Nest Camera,1581621138.123902,-256.0
Nest Camera,1581621138.124106,-46.0
Nest Camera,1581621138.136323,-46.0
Nest Camera,1581621138.136768,-46.0
Nest Camera,1581621138.138342,-46.0
Nest Camera,1581621138.151591,-44.0
Nest Camera,1581621138.151593,-46.0
Nest Camera,1581621138.151597,-43.0
Nest Camera,1581621138.15191,-43.0
Nest Camera,1581621138.151972,-43.0
Nest Camera,1581621138.153822,-51.0
Nest Camera,1581621138.15406,-50.0
Nest Camera,1581621138.154592,-50.0
Nest Camera,1581621138.162981,-51.0
Nest Camera,1581621138.164933,-43.0
Nest Camera,1581621138.164937,-43.0
Nest Camera,1581621138.164939,-44.0
Nest Camera,1581621138.164941,-43.0
Nest Camera,1581621138.167448,-43.0
Nest Camera,1581621138.168772,-43.0
Amazon Echo,1581621138.178482,-41.0
Nest Camera,1581621138.178486,-43.0
Amazon Echo,1581621138.19142,-41.0
Amazon Echo,1581621138.191422,-41.0
Amazon Echo,1581621138.191425,-41.0
Nest Camera,1581621138.194502,-45.0
Nest Camera,1581621138.195857,-45.0
Nest Camera,1581621138.196153,-45.0
Nest Camera,1581621138.205705,-45.0
Nest Camera,1581621138.205708,-45.0
Nest Camera,1581621138.20571,-45.0
Nest Camera,1581621138.205712,-45.0
Nest Camera,1581621138.205713,-45.0
Nest Camera,1581621138.205714,-45.0
Nest Camera,1581621138.205715,-45.0
Nest Camera,1581621138.207934,-45.0
Nest Camera,1581621138.208286,-45.0
Nest Camera,1581621138.218948,-45.0
Nest Camera,1581621138.21965,-45.0
Nest Camera,1581621138.220155,-45.0
Nest Camera,1581621138.222054,-45.0
Nest Camera,1581621138.223514,-44.0
Nest Camera,1581621138.233558,-51.0
Nest Camera,1581621138.233559,-256.0
Nest Camera,1581621138.23356,-256.0
Nest Camera,1581621138.233561,-256.0
Nest Camera,1581621138.233562,-50.0
Nest Camera,1581621138.233589,-49.0
Nest Camera,1581621138.234465,-53.0
Nest Camera,1581621138.235162,-53.0
Nest Camera,1581621138.235414,-53.0
Nest Camera,1581621138.246156,-53.0
Nest Camera,1581621138.246648,-49.0
Nest Camera,1581621138.246649,-256.0
Nest Camera,1581621138.24665,-256.0
Nest Camera,1581621138.246651,-256.0
Nest Camera,1581621138.246653,-53.0
Nest Camera,1581621138.246655,-53.0
Nest Camera,1581621138.246656,-53.0
Nest Camera,1581621138.246658,-53.0
Nest Camera,1581621138.246659,-53.0
Nest Camera,1581621138.246677,-49.0
Nest Camera,1581621138.246678,-53.0
Amazon Echo,1581621138.260285,-42.0
Amazon Echo,1581621138.275564,-43.0
Nest Camera,1581621138.27557,-43.0
Nest Camera,1581621138.275573,-43.0
Nest Camera,1581621138.275576,-44.0
Nest Camera,1581621138.275579,-43.0
Nest Camera,1581621138.275583,-43.0
Nest Camera,1581621138.275586,-43.0
Nest Camera,1581621138.325588,-43.0
Amazon Echo,1581621138.336097,-44.0
Amazon Echo,1581621138.359565,-44.0
Amazon Echo,1581621138.381559,-46.0
Amazon Echo,1581621138.381561,-46.0
Amazon Echo,1581621138.381563,-46.0
Amazon Echo,1581621138.381578,-45.0
Amazon Echo,1581621138.381579,-45.0
Amazon Echo,1581621138.381583,-43.0
Nest Camera,1581621138.39129,-44.0
Nest Camera,1581621138.402502,-46.0
Nest Camera,1581621138.402505,-47.0
Nest Camera,1581621138.402507,-46.0
Nest Camera,1581621138.402509,-46.0
Nest Camera,1581621138.40251,-47.0
Nest Camera,1581621138.402513,-46.0
Nest Camera,1581621138.402515,-46.0
Nest Camera,1581621138.402517,-46.0
Nest Camera,1581621138.402549,-46.0
Nest Camera,1581621138.413403,-46.0
Nest Camera,1581621138.413406,-46.0
Nest Camera,1581621138.413408,-47.0
Nest Camera,1581621138.41341,-47.0
Nest Camera,1581621138.413412,-47.0
Nest Camera,1581621138.413414,-47.0
Nest Camera,1581621138.41382,-46.0
Nest Camera,1581621138.41442,-47.0
Nest Camera,1581621138.423135,-46.0
Nest Camera,1581621138.423473,-46.0
Nest Camera,1581621138.423475,-46.0
Amazon Echo,1581621138.423477,-43.0
Nest Camera,1581621138.423479,-46.0
Nest Camera,1581621138.423481,-46.0
Nest Camera,1581621138.42589,-44.0
Nest Camera,1581621138.438412,-44.0
Amazon Echo,1581621138.438413,-44.0
Nest Camera,1581621138.43842,-43.0
Nest Camera,1581621138.438427,-43.0
Nest Camera,1581621138.442942,-46.0
Nest Camera,1581621138.45157,-43.0
Nest Camera,1581621138.452277,-46.0
Nest Camera,1581621138.453024,-44.0
Nest Camera,1581621138.453361,-44.0
Nest Camera,1581621138.453678,-46.0
Nest Camera,1581621138.45409,-256.0
Nest Camera,1581621138.454458,-256.0
Nest Camera,1581621138.454535,-256.0
Nest Camera,1581621138.454668,-256.0
Nest Camera,1581621138.454878,-46.0
Nest Camera,1581621138.464907,-46.0
Nest Camera,1581621138.464911,-46.0
Nest Camera,1581621138.464913,-46.0
Nest Camera,1581621138.478481,-46.0
Nest Camera,1581621138.478487,-46.0
Nest Camera,1581621138.47849,-46.0
Nest Camera,1581621138.478493,-46.0
Nest Camera,1581621138.478495,-46.0
Nest Camera,1581621138.478498,-46.0
Nest Camera,1581621138.478502,-46.0
Nest Camera,1581621138.478505,-46.0
Nest Camera,1581621138.478507,-46.0
Nest Camera,1581621138.478511,-46.0
Nest Camera,1581621138.478528,-46.0
Nest Camera,1581621138.479065,-43.0
Nest Camera,1581621138.493564,-46.0
Nest Camera,1581621138.493573,-46.0
Nest Camera,1581621138.493583,-44.0
Nest Camera,1581621138.493591,-44.0
Nest Camera,1581621138.493603,-44.0
Nest Camera,1581621138.49475,-44.0
Nest Camera,1581621138.498632,-46.0
Nest Camera,1581621138.508669,-47.0
Nest Camera,1581621138.508673,-47.0
Nest Camera,1581621138.508676,-47.0
Nest Camera,1581621138.508678,-47.0
Amazon Echo,1581621138.509232,-43.0
Nest Camera,1581621138.51031,-44.0
Nest Camera,1581621138.522775,-44.0
Nest Camera,1581621138.524407,-44.0
Nest Camera,1581621138.535447,-43.0
Nest Camera,1581621138.537111,-43.0
Nest Camera,1581621138.546536,-44.0
Nest Camera,1581621138.561722,-45.0
Nest Camera,1581621138.561725,-256.0
Nest Camera,1581621138.561726,-256.0
Nest Camera,1581621138.561728,-256.0
Nest Camera,1581621138.561729,-256.0
Nest Camera,1581621138.561731,-45.0
Nest Camera,1581621138.561733,-45.0
Nest Camera,1581621138.561735,-45.0
Nest Camera,1581621138.561737,-45.0
Nest Camera,1581621138.561739,-45.0
Amazon Echo,1581621138.576985,-43.0
Vizio SmartTV,1581621138.577404,-54.0
Vizio SmartTV,1581621138.577955,-54.0
Nest Camera,1581621138.589662,-45.0
Nest Camera,1581621138.589664,-256.0
Nest Camera,1581621138.589665,-256.0
Nest Camera,1581621138.589666,-256.0
Nest Camera,1581621138.589668,-256.0
Nest Camera,1581621138.589669,-256.0
Nest Camera,1581621138.58967,-256.0
Nest Camera,1581621138.589671,-45.0
Nest Camera,1581621138.589673,-256.0
Nest Camera,1581621138.589674,-45.0
Nest Camera,1581621138.589676,-256.0
Nest Camera,1581621138.589677,-256.0
Nest Camera,1581621138.589678,-256.0
Nest Camera,1581621138.589679,-256.0
Nest Camera,1581621138.58968,-45.0
Nest Camera,1581621138.589681,-256.0
Nest Camera,1581621138.589682,-256.0
Nest Camera,1581621138.589684,-256.0
Nest Camera,1581621138.589685,-256.0
Nest Camera,1581621138.589686,-45.0
