Nest Camera,1581620677.046924,-44.0
Nest Camera,1581620677.047203,-44.0
Nest Camera,1581620677.051689,-44.0
Nest Camera,1581620677.052289,-256.0
Nest Camera,1581620677.052291,-44.0
Nest Camera,1581620677.052898,-256.0
Nest Camera,1581620677.053214,-44.0
Nest Camera,1581620677.057064,-41.0
Nest Camera,1581620677.057752,-41.0
Nest Camera,1581620677.058317,-256.0
Nest Camera,1581620677.058653,-44.0
Nest Camera,1581620677.059078,-256.0
Nest Camera,1581620677.059316,-256.0
Nest Camera,1581620677.059317,-256.0
Nest Camera,1581620677.059609,-256.0
Nest Camera,1581620677.059744,-44.0
Amazon Echo,1581620677.060359,-42.0
Nest Camera,1581620677.06508,-44.0
Nest Camera,1581620677.065646,-43.0
Nest Camera,1581620677.066782,-43.0
Nest Camera,1581620677.06784,-44.0
Nest Camera,1581620677.068262,-256.0
Nest Camera,1581620677.068266,-44.0
Nest Camera,1581620677.06931,-44.0
Nest Camera,1581620677.081397,-41.0
Nest Camera,1581620677.086436,-43.0
Nest Camera,1581620677.08724,-43.0
Nest Camera,1581620677.08921,-44.0
Nest Camera,1581620677.08994,-43.0
Nest Camera,1581620677.090866,-44.0
Nest Camera,1581620677.093088,-41.0
Nest Camera,1581620677.093618,-41.0
Nest Camera,1581620677.093697,-41.0
Nest Camera,1581620677.094445,-41.0
Nest Camera,1581620677.094894,-41.0
Nest Camera,1581620677.101503,-41.0
Nest Camera,1581620677.102996,-41.0
Nest Camera,1581620677.103795,-44.0
Nest Camera,1581620677.104656,-44.0
Nest Camera,1581620677.105067,-44.0
Nest Camera,1581620677.105603,-44.0
Nest Camera,1581620677.106401,-44.0
Nest Camera,1581620677.108074,-41.0
Nest Camera,1581620677.108074,-44.0
Nest Camera,1581620677.108924,-44.0
Nest Camera,1581620677.109553,-44.0
Nest Camera,1581620677.110773,-44.0
Nest Camera,1581620677.111196,-44.0
Nest Camera,1581620677.111582,-44.0
Nest Camera,1581620677.111885,-256.0
Nest Camera,1581620677.11219,-44.0
Nest Camera,1581620677.112569,-256.0
Nest Camera,1581620677.11257,-44.0
Nest Camera,1581620677.130371,-41.0
Amazon Echo,1581620677.139545,-43.0
Amazon Echo,1581620677.139861,-43.0
Amazon Echo,1581620677.140363,-42.0
Nest Camera,1581620677.145456,-41.0
Nest Camera,1581620677.145458,-41.0
Nest Camera,1581620677.145587,-41.0
Nest Camera,1581620677.146498,-41.0
Nest Camera,1581620677.147299,-41.0
Nest Camera,1581620677.147938,-41.0
Nest Camera,1581620677.192781,-41.0
Nest Camera,1581620677.197978,-44.0
Amazon Echo,1581620677.218408,-42.0
Nest Camera,1581620677.234742,-41.0
Nest Camera,1581620677.236524,-41.0
Nest Camera,1581620677.240008,-44.0
Nest Camera,1581620677.275428,-41.0
Amazon Echo,1581620677.28661,-42.0
Nest Camera,1581620677.292996,-44.0
Amazon Echo,1581620677.302107,-42.0
Nest Camera,1581620677.336618,-41.0
Amazon Echo,1581620677.366062,-42.0
Amazon Echo,1581620677.38259,-42.0
Nest Camera,1581620677.390147,-44.0
Nest Camera,1581620677.42594,-48.0
Nest Camera,1581620677.428955,-52.0
Amazon Echo,1581620677.461364,-42.0
Nest Camera,1581620677.466806,-41.0
Nest Camera,1581620677.471042,-44.0
Nest Camera,1581620677.516002,-42.0
Nest Camera,1581620677.518766,-44.0
Amazon Echo,1581620677.527568,-43.0
Amazon Echo,1581620677.542307,-42.0
Nest Camera,1581620677.554322,-42.0
Nest Camera,1581620677.561226,-44.0
Vizio SmartTV,1581620677.597639,-47.0
Nest Camera,1581620677.59788,-42.0
Nest Camera,1581620677.602454,-44.0
Amazon Echo,1581620677.606716,-43.0
Amazon Echo,1581620677.620307,-43.0
Nest Camera,1581620677.64248,-41.0
Nest Camera,1581620677.643954,-44.0
Nest Camera,1581620677.644203,-44.0
Nest Camera,1581620677.644451,-44.0
Nest Camera,1581620677.645579,-44.0
Nest Camera,1581620677.645581,-42.0
Vizio SmartTV,1581620677.673816,-51.0
Vizio SmartTV,1581620677.674698,-51.0
Nest Camera,1581620677.681842,-41.0
Amazon Echo,1581620677.686793,-42.0
Vizio SmartTV,1581620677.699689,-51.0
Vizio SmartTV,1581620677.699692,-51.0
Vizio SmartTV,1581620677.699819,-51.0
Vizio SmartTV,1581620677.700897,-51.0
Vizio SmartTV,1581620677.701436,-51.0
Nest Camera,1581620677.705868,-51.0
Nest Camera,1581620677.706099,-51.0
Vizio SmartTV,1581620677.706869,-51.0
Vizio SmartTV,1581620677.706872,-52.0
Vizio SmartTV,1581620677.707333,-51.0
Vizio SmartTV,1581620677.707961,-51.0
Vizio SmartTV,1581620677.708209,-51.0
Vizio SmartTV,1581620677.708522,-52.0
Vizio SmartTV,1581620677.708663,-52.0
Vizio SmartTV,1581620677.708795,-51.0
Vizio SmartTV,1581620677.709229,-52.0
Nest Camera,1581620677.744385,-42.0
Vizio SmartTV,1581620677.744965,-51.0
Nest Camera,1581620677.745552,-44.0
Amazon Echo,1581620677.769377,-38.0
Amazon Echo,1581620677.76938,-38.0
Amazon Echo,1581620677.76938,-38.0
Amazon Echo,1581620677.769382,-38.0
Amazon Echo,1581620677.780198,-37.0
Nest Camera,1581620677.782014,-41.0
Nest Camera,1581620677.784328,-43.0
Nest Camera,1581620677.784557,-43.0
Nest Camera,1581620677.784958,-43.0
Nest Camera,1581620677.787445,-43.0
Nest Doorbell,1581620677.801938,-38.0
Nest Doorbell,1581620677.801942,-39.0
Nest Camera,1581620677.824258,-40.0
Nest Doorbell,1581620677.837161,-38.0
Nest Camera,1581620677.839929,-42.0
Nest Camera,1581620677.840581,-42.0
Amazon Echo,1581620677.846704,-37.0
Amazon Echo,1581620677.859938,-36.0
Amazon Echo,1581620677.859942,-36.0
Nest Camera,1581620677.876091,-39.0
Nest Camera,1581620677.900142,-42.0
