Nest Camera,1581621003.440725,-42.0
Nest Camera,1581621003.447273,-42.0
Amazon Echo,1581621003.452729,-44.0
Amazon Echo,1581621003.467539,-43.0
Nest Camera,1581621003.472689,-43.0
Nest Camera,1581621003.507845,-46.0
Nest Camera,1581621003.508933,-42.0
Nest Camera,1581621003.516768,-43.0
Nest Camera,1581621003.516922,-43.0
Nest Camera,1581621003.517824,-43.0
Amazon Echo,1581621003.532743,-44.0
Amazon Echo,1581621003.54906,-44.0
Nest Camera,1581621003.553331,-45.0
Nest Camera,1581621003.555374,-49.0
Nest Camera,1581621003.590717,-41.0
Nest Doorbell,1581621003.600577,-37.0
Nest Doorbell,1581621003.60058,-38.0
Amazon Echo,1581621003.612798,-45.0
Nest Camera,1581621003.618352,-49.0
Amazon Echo,1581621003.631199,-44.0
Amazon Echo,1581621003.631202,-44.0
Nest Doorbell,1581621003.636149,-37.0
Nest Camera,1581621003.655679,-42.0
Amazon Echo,1581621003.661686,-43.0
Nest Camera,1581621003.66518,-43.0
Amazon Echo,1581621003.692987,-46.0
Nest Camera,1581621003.706255,-41.0
Amazon Echo,1581621003.708345,-44.0
Nest Camera,1581621003.708813,-42.0
Nest Camera,1581621003.744646,-40.0
Nest Camera,1581621003.747794,-41.0
Nest Camera,1581621003.748111,-42.0
Amazon Echo,1581621003.772697,-44.0
Nest Camera,1581621003.784584,-39.0
Amazon Echo,1581621003.790849,-45.0
Nest Camera,1581621003.801913,-42.0
Nest Camera,1581621003.840132,-42.0
Nest Camera,1581621003.84276,-41.0
Amazon Echo,1581621003.853374,-45.0
Amazon Echo,1581621003.867095,-45.0
Nest Camera,1581621003.878494,-40.0
Nest Camera,1581621003.879896,-41.0
Nest Camera,1581621003.915318,-41.0
Amazon Echo,1581621003.932945,-45.0
Nest Camera,1581621003.944719,-42.0
Amazon Echo,1581621003.947619,-45.0
Nest Camera,1581621003.979934,-42.0
Nest Camera,1581621004.004764,-42.0
Amazon Echo,1581621004.012722,-45.0
Amazon Echo,1581621004.02806,-45.0
Nest Camera,1581621004.044001,-42.0
Nest Camera,1581621004.051026,-43.0
Nest Camera,1581621004.086164,-42.0
Amazon Echo,1581621004.09294,-45.0
Nest Camera,1581621004.093179,-43.0
Amazon Echo,1581621004.106663,-44.0
Nest Camera,1581621004.130546,-42.0
Nest Camera,1581621004.133515,-43.0
Nest Camera,1581621004.171517,-41.0
Amazon Echo,1581621004.17257,-43.0
Nest Camera,1581621004.174352,-43.0
